Ville,Latitude,Longitude,Date,Hour,Day_Time,Temp_Max,Temp_Min,Humidity,Weather,Rain_Probability,Weather_Score,Temp_Avg,Run_Date,Train,Hotel_1_Name,Hotel_1_Link,Hotel_1_Note,Hotel_2_Name,Hotel_2_Link,Hotel_2_Note,Hotel_3_Name,Hotel_3_Link,Hotel_3_Note,Hotel_4_Name,Hotel_4_Link,Hotel_4_Note,Hotel_5_Name,Hotel_5_Link,Hotel_5_Note
Trouville-sur-Mer,49.3679823,0.0809113,2026-02-13,0,Night,9.17,7.73,88,light rain,0.2,-10,8.45,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Trouville-sur-Mer&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Trouville-sur-Mer,49.3679823,0.0809113,2026-02-13,3,Night,7.72,6.63,91,overcast clouds,0.0,200,7.175,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Trouville-sur-Mer&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Trouville-sur-Mer,49.3679823,0.0809113,2026-02-13,6,Morning,6.61,6.61,95,overcast clouds,0.0,200,6.61,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Trouville-sur-Mer&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Trouville-sur-Mer,49.3679823,0.0809113,2026-02-13,9,Morning,7.55,7.55,91,overcast clouds,0.0,200,7.55,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Trouville-sur-Mer&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Trouville-sur-Mer,49.3679823,0.0809113,2026-02-13,12,Afternoon,9.05,9.05,86,light rain,0.2,-10,9.05,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Trouville-sur-Mer&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Trouville-sur-Mer,49.3679823,0.0809113,2026-02-13,15,Afternoon,8.7,8.7,86,light rain,1.0,-10,8.7,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Trouville-sur-Mer&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Trouville-sur-Mer,49.3679823,0.0809113,2026-02-13,18,Evening,8.16,8.16,89,light rain,1.0,-10,8.16,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Trouville-sur-Mer&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Trouville-sur-Mer,49.3679823,0.0809113,2026-02-13,21,Evening,7.66,7.66,87,light rain,0.24,-10,7.66,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Trouville-sur-Mer&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Trouville-sur-Mer,49.3679823,0.0809113,2026-02-14,0,Night,6.2,6.2,86,overcast clouds,0.0,200,6.2,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Trouville-sur-Mer&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Trouville-sur-Mer,49.3679823,0.0809113,2026-02-14,3,Night,5.14,5.14,80,overcast clouds,0.0,200,5.14,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Trouville-sur-Mer&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Trouville-sur-Mer,49.3679823,0.0809113,2026-02-14,6,Morning,4.93,4.93,87,light rain,0.34,-10,4.93,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Trouville-sur-Mer&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Trouville-sur-Mer,49.3679823,0.0809113,2026-02-14,9,Morning,5.22,5.22,68,light rain,0.73,-10,5.22,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Trouville-sur-Mer&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Trouville-sur-Mer,49.3679823,0.0809113,2026-02-14,12,Afternoon,5.93,5.93,65,light rain,0.39,-10,5.93,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Trouville-sur-Mer&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Trouville-sur-Mer,49.3679823,0.0809113,2026-02-14,15,Afternoon,5.97,5.97,63,light rain,0.2,-10,5.97,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Trouville-sur-Mer&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Trouville-sur-Mer,49.3679823,0.0809113,2026-02-14,18,Evening,4.67,4.67,61,scattered clouds,0.0,400,4.67,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Trouville-sur-Mer&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Trouville-sur-Mer,49.3679823,0.0809113,2026-02-14,21,Evening,4.13,4.13,59,scattered clouds,0.0,400,4.13,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Trouville-sur-Mer&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Trouville-sur-Mer,49.3679823,0.0809113,2026-02-15,0,Night,3.44,3.44,72,broken clouds,0.0,300,3.44,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Trouville-sur-Mer&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Trouville-sur-Mer,49.3679823,0.0809113,2026-02-15,3,Night,3.36,3.36,72,overcast clouds,0.0,200,3.36,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Trouville-sur-Mer&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Trouville-sur-Mer,49.3679823,0.0809113,2026-02-15,6,Morning,1.29,1.29,98,snow,1.0,-40,1.29,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Trouville-sur-Mer&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Trouville-sur-Mer,49.3679823,0.0809113,2026-02-15,9,Morning,2.03,2.03,94,moderate rain,1.0,-20,2.03,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Trouville-sur-Mer&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Trouville-sur-Mer,49.3679823,0.0809113,2026-02-15,12,Afternoon,3.48,3.48,95,light rain,1.0,-10,3.48,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Trouville-sur-Mer&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Trouville-sur-Mer,49.3679823,0.0809113,2026-02-15,15,Afternoon,5.31,5.31,96,overcast clouds,0.0,200,5.31,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Trouville-sur-Mer&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Trouville-sur-Mer,49.3679823,0.0809113,2026-02-15,18,Evening,6.72,6.72,98,overcast clouds,0.0,200,6.72,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Trouville-sur-Mer&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Trouville-sur-Mer,49.3679823,0.0809113,2026-02-15,21,Evening,9.7,9.7,94,moderate rain,1.0,-20,9.7,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Trouville-sur-Mer&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Trouville-sur-Mer,49.3679823,0.0809113,2026-02-16,0,Night,9.71,9.71,88,light rain,1.0,-10,9.71,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Trouville-sur-Mer&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Trouville-sur-Mer,49.3679823,0.0809113,2026-02-16,3,Night,8.85,8.85,82,light rain,1.0,-10,8.85,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Trouville-sur-Mer&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Trouville-sur-Mer,49.3679823,0.0809113,2026-02-16,6,Morning,7.68,7.68,88,light rain,1.0,-10,7.68,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Trouville-sur-Mer&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Trouville-sur-Mer,49.3679823,0.0809113,2026-02-16,9,Morning,7.92,7.92,86,light rain,0.56,-10,7.92,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Trouville-sur-Mer&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Trouville-sur-Mer,49.3679823,0.0809113,2026-02-16,12,Afternoon,8.98,8.98,80,light rain,0.78,-10,8.98,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Trouville-sur-Mer&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Trouville-sur-Mer,49.3679823,0.0809113,2026-02-16,15,Afternoon,8.74,8.74,77,light rain,0.8,-10,8.74,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Trouville-sur-Mer&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Trouville-sur-Mer,49.3679823,0.0809113,2026-02-16,18,Evening,7.43,7.43,79,light rain,0.78,-10,7.43,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Trouville-sur-Mer&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Trouville-sur-Mer,49.3679823,0.0809113,2026-02-16,21,Evening,6.83,6.83,81,light rain,1.0,-10,6.83,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Trouville-sur-Mer&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Trouville-sur-Mer,49.3679823,0.0809113,2026-02-17,0,Night,7.46,7.46,87,light rain,1.0,-10,7.46,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Trouville-sur-Mer&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Trouville-sur-Mer,49.3679823,0.0809113,2026-02-17,3,Night,8.28,8.28,88,light rain,1.0,-10,8.28,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Trouville-sur-Mer&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Trouville-sur-Mer,49.3679823,0.0809113,2026-02-17,6,Morning,7.11,7.11,81,light rain,1.0,-10,7.11,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Trouville-sur-Mer&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Trouville-sur-Mer,49.3679823,0.0809113,2026-02-17,9,Morning,7.57,7.57,80,few clouds,0.0,500,7.57,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Trouville-sur-Mer&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Trouville-sur-Mer,49.3679823,0.0809113,2026-02-17,12,Afternoon,8.17,8.17,76,light rain,0.2,-10,8.17,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Trouville-sur-Mer&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Trouville-sur-Mer,49.3679823,0.0809113,2026-02-17,15,Afternoon,7.71,7.71,80,overcast clouds,0.0,200,7.71,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Trouville-sur-Mer&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Trouville-sur-Mer,49.3679823,0.0809113,2026-02-17,18,Evening,6.86,6.86,84,overcast clouds,0.0,200,6.86,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Trouville-sur-Mer&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Trouville-sur-Mer,49.3679823,0.0809113,2026-02-17,21,Evening,6.79,6.79,89,light rain,0.84,-10,6.79,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Trouville-sur-Mer&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Cabourg,49.2934373,-0.1155085,2026-02-13,0,Night,9.2,7.81,88,overcast clouds,0.0,200,8.504999999999999,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Cabourg&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Cabourg,49.2934373,-0.1155085,2026-02-13,3,Night,7.76,6.7,91,overcast clouds,0.0,200,7.23,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Cabourg&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Cabourg,49.2934373,-0.1155085,2026-02-13,6,Morning,6.66,6.66,95,overcast clouds,0.0,200,6.66,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Cabourg&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Cabourg,49.2934373,-0.1155085,2026-02-13,9,Morning,7.92,7.92,91,overcast clouds,0.0,200,7.92,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Cabourg&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Cabourg,49.2934373,-0.1155085,2026-02-13,12,Afternoon,9.26,9.26,86,light rain,0.2,-10,9.26,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Cabourg&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Cabourg,49.2934373,-0.1155085,2026-02-13,15,Afternoon,8.8,8.8,85,light rain,1.0,-10,8.8,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Cabourg&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Cabourg,49.2934373,-0.1155085,2026-02-13,18,Evening,8.24,8.24,89,light rain,1.0,-10,8.24,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Cabourg&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Cabourg,49.2934373,-0.1155085,2026-02-13,21,Evening,7.94,7.94,87,light rain,0.53,-10,7.94,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Cabourg&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Cabourg,49.2934373,-0.1155085,2026-02-14,0,Night,6.64,6.64,86,overcast clouds,0.1,200,6.64,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Cabourg&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Cabourg,49.2934373,-0.1155085,2026-02-14,3,Night,5.74,5.74,78,overcast clouds,0.0,200,5.74,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Cabourg&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Cabourg,49.2934373,-0.1155085,2026-02-14,6,Morning,5.59,5.59,82,light rain,0.51,-10,5.59,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Cabourg&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Cabourg,49.2934373,-0.1155085,2026-02-14,9,Morning,5.66,5.66,64,light rain,0.42,-10,5.66,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Cabourg&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Cabourg,49.2934373,-0.1155085,2026-02-14,12,Afternoon,6.21,6.21,62,overcast clouds,0.09,200,6.21,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Cabourg&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Cabourg,49.2934373,-0.1155085,2026-02-14,15,Afternoon,6.14,6.14,62,overcast clouds,0.0,200,6.14,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Cabourg&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Cabourg,49.2934373,-0.1155085,2026-02-14,18,Evening,4.75,4.75,59,broken clouds,0.0,300,4.75,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Cabourg&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Cabourg,49.2934373,-0.1155085,2026-02-14,21,Evening,3.93,3.93,60,scattered clouds,0.0,400,3.93,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Cabourg&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Cabourg,49.2934373,-0.1155085,2026-02-15,0,Night,3.1,3.1,72,broken clouds,0.0,300,3.1,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Cabourg&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Cabourg,49.2934373,-0.1155085,2026-02-15,3,Night,3.2,3.2,73,overcast clouds,0.0,200,3.2,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Cabourg&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Cabourg,49.2934373,-0.1155085,2026-02-15,6,Morning,1.17,1.17,98,snow,1.0,-40,1.17,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Cabourg&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Cabourg,49.2934373,-0.1155085,2026-02-15,9,Morning,2.59,2.59,93,light rain,1.0,-10,2.59,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Cabourg&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Cabourg,49.2934373,-0.1155085,2026-02-15,12,Afternoon,3.92,3.92,94,light rain,1.0,-10,3.92,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Cabourg&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Cabourg,49.2934373,-0.1155085,2026-02-15,15,Afternoon,6.42,6.42,94,overcast clouds,0.0,200,6.42,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Cabourg&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Cabourg,49.2934373,-0.1155085,2026-02-15,18,Evening,7.57,7.57,97,overcast clouds,0.0,200,7.57,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Cabourg&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Cabourg,49.2934373,-0.1155085,2026-02-15,21,Evening,10.56,10.56,91,light rain,1.0,-10,10.56,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Cabourg&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Cabourg,49.2934373,-0.1155085,2026-02-16,0,Night,10.08,10.08,86,light rain,1.0,-10,10.08,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Cabourg&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Cabourg,49.2934373,-0.1155085,2026-02-16,3,Night,8.91,8.91,81,light rain,1.0,-10,8.91,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Cabourg&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Cabourg,49.2934373,-0.1155085,2026-02-16,6,Morning,7.67,7.67,88,light rain,1.0,-10,7.67,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Cabourg&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Cabourg,49.2934373,-0.1155085,2026-02-16,9,Morning,8.15,8.15,84,light rain,0.23,-10,8.15,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Cabourg&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Cabourg,49.2934373,-0.1155085,2026-02-16,12,Afternoon,9.57,9.57,78,light rain,0.32,-10,9.57,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Cabourg&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Cabourg,49.2934373,-0.1155085,2026-02-16,15,Afternoon,9.13,9.13,75,light rain,0.23,-10,9.13,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Cabourg&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Cabourg,49.2934373,-0.1155085,2026-02-16,18,Evening,7.32,7.32,79,light rain,0.26,-10,7.32,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Cabourg&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
