Ville,Latitude,Longitude,Date,Temp_Max,Temp_Min,Humidity,Weather,Rain_Probability,Weather_Score,Temp_Avg,Run_Date,Hour,Day_Time
Annecy,45.8992348,6.1288847,2025-01-01 00:00:00,3.33,3.33,79,clear sky,0.0,600,3.33,2024-12-28,,
Annecy,45.8992348,6.1288847,2025-01-01 00:00:00,7.75,7.75,78,scattered clouds,0.0,400,7.75,2024-12-28,,
Annecy,45.8992348,6.1288847,2025-01-01 00:00:00,5.64,5.64,92,overcast clouds,0.0,200,5.64,2024-12-28,,
Annecy,45.8992348,6.1288847,2025-01-01 00:00:00,1.65,1.65,87,broken clouds,0.0,300,1.65,2024-12-28,,
Annecy,45.8992348,6.1288847,2025-01-01 00:00:00,0.74,0.74,84,overcast clouds,0.0,200,0.74,2024-12-28,,
Perpignan,42.6985304,2.8953121,2025-01-01 00:00:00,6.93,6.93,87,clear sky,0.0,600,6.93,2024-12-28,,
Perpignan,42.6985304,2.8953121,2025-01-01 00:00:00,6.31,6.31,85,clear sky,0.0,600,6.31,2024-12-28,,
Perpignan,42.6985304,2.8953121,2025-01-01 00:00:00,5.99,5.99,84,clear sky,0.0,600,5.99,2024-12-28,,
Perpignan,42.6985304,2.8953121,2025-01-01 00:00:00,7.74,7.74,78,clear sky,0.0,600,7.74,2024-12-28,,
Perpignan,42.6985304,2.8953121,2025-01-01 00:00:00,11.28,11.28,64,clear sky,0.0,600,11.28,2024-12-28,,
Perpignan,42.6985304,2.8953121,2025-01-01 00:00:00,11.67,11.67,62,clear sky,0.0,600,11.67,2024-12-28,,
Perpignan,42.6985304,2.8953121,2025-01-01 00:00:00,8.93,8.93,80,clear sky,0.0,600,8.93,2024-12-28,,
Perpignan,42.6985304,2.8953121,2025-01-01 00:00:00,7.77,7.77,78,clear sky,0.0,600,7.77,2024-12-28,,
Boulogne-sur-Mer,50.7259985,1.6118771,2025-01-01 00:00:00,9.9,9.9,88,overcast clouds,0.0,200,9.9,2024-12-28,,
Boulogne-sur-Mer,50.7259985,1.6118771,2025-01-01 00:00:00,9.93,9.93,89,overcast clouds,0.0,200,9.93,2024-12-28,,
Boulogne-sur-Mer,50.7259985,1.6118771,2025-01-01 00:00:00,9.88,9.88,88,overcast clouds,0.0,200,9.88,2024-12-28,,
Boulogne-sur-Mer,50.7259985,1.6118771,2025-01-01 00:00:00,9.99,9.99,83,overcast clouds,0.0,200,9.99,2024-12-28,,
Boulogne-sur-Mer,50.7259985,1.6118771,2025-01-01 00:00:00,9.93,9.93,85,overcast clouds,0.0,200,9.93,2024-12-28,,
Boulogne-sur-Mer,50.7259985,1.6118771,2025-01-01 00:00:00,9.95,9.95,85,light rain,0.2,-10,9.95,2024-12-28,,
Boulogne-sur-Mer,50.7259985,1.6118771,2025-01-01 00:00:00,10.48,10.48,77,overcast clouds,0.0,200,10.48,2024-12-28,,
Boulogne-sur-Mer,50.7259985,1.6118771,2025-01-01 00:00:00,10.78,10.78,82,light rain,0.74,-10,10.78,2024-12-28,,
Biarritz,43.4832523,-1.5592776,2025-01-01 00:00:00,7.34,7.34,70,clear sky,0.0,600,7.34,2024-12-28,,
Biarritz,43.4832523,-1.5592776,2025-01-01 00:00:00,7.04,7.04,67,clear sky,0.0,600,7.04,2024-12-28,,
Biarritz,43.4832523,-1.5592776,2025-01-01 00:00:00,6.75,6.75,66,clear sky,0.0,600,6.75,2024-12-28,,
Biarritz,43.4832523,-1.5592776,2025-01-01 00:00:00,7.94,7.94,63,few clouds,0.0,500,7.94,2024-12-28,,
Biarritz,43.4832523,-1.5592776,2025-01-01 00:00:00,12.4,12.4,55,scattered clouds,0.0,400,12.4,2024-12-28,,
Biarritz,43.4832523,-1.5592776,2025-01-01 00:00:00,12.95,12.95,59,broken clouds,0.0,300,12.95,2024-12-28,,
Biarritz,43.4832523,-1.5592776,2025-01-01 00:00:00,9.44,9.44,68,broken clouds,0.0,300,9.44,2024-12-28,,
Biarritz,43.4832523,-1.5592776,2025-01-01 00:00:00,8.62,8.62,66,broken clouds,0.0,300,8.62,2024-12-28,,
Caen,49.1813403,-0.3635615,2025-01-01 00:00:00,9.02,9.02,83,overcast clouds,0.0,200,9.02,2024-12-28,,
Caen,49.1813403,-0.3635615,2025-01-01 00:00:00,9.5,9.5,84,overcast clouds,0.0,200,9.5,2024-12-28,,
Caen,49.1813403,-0.3635615,2025-01-01 00:00:00,9.73,9.73,77,overcast clouds,0.0,200,9.73,2024-12-28,,
Caen,49.1813403,-0.3635615,2025-01-01 00:00:00,10.1,10.1,79,overcast clouds,0.0,200,10.1,2024-12-28,,
Caen,49.1813403,-0.3635615,2025-01-01 00:00:00,11.37,11.37,74,overcast clouds,0.0,200,11.37,2024-12-28,,
Caen,49.1813403,-0.3635615,2025-01-01 00:00:00,10.99,10.99,71,overcast clouds,0.0,200,10.99,2024-12-28,,
Caen,49.1813403,-0.3635615,2025-01-01 00:00:00,10.86,10.86,76,overcast clouds,0.0,200,10.86,2024-12-28,,
Caen,49.1813403,-0.3635615,2025-01-01 00:00:00,11.48,11.48,80,light rain,0.31,-10,11.48,2024-12-28,,
Metz,49.1196964,6.1763552,2025-01-01 00:00:00,1.94,1.94,90,broken clouds,0.0,300,1.94,2024-12-28,,
Metz,49.1196964,6.1763552,2025-01-01 00:00:00,1.91,1.91,87,broken clouds,0.0,300,1.91,2024-12-28,,
Metz,49.1196964,6.1763552,2025-01-01 00:00:00,2.1,2.1,84,broken clouds,0.0,300,2.1,2024-12-28,,
Metz,49.1196964,6.1763552,2025-01-01 00:00:00,3.29,3.29,79,overcast clouds,0.0,200,3.29,2024-12-28,,
Metz,49.1196964,6.1763552,2025-01-01 00:00:00,5.73,5.73,71,overcast clouds,0.0,200,5.73,2024-12-28,,
Metz,49.1196964,6.1763552,2025-01-01 00:00:00,5.69,5.69,70,overcast clouds,0.0,200,5.69,2024-12-28,,
Metz,49.1196964,6.1763552,2025-01-01 00:00:00,4.88,4.88,65,overcast clouds,0.0,200,4.88,2024-12-28,,
Metz,49.1196964,6.1763552,2025-01-01 00:00:00,6.67,6.67,54,overcast clouds,0.0,200,6.67,2024-12-28,,
Besançon,47.2380222,6.0243622,2025-01-01 00:00:00,0.68,0.68,87,few clouds,0.0,500,0.68,2024-12-28,,
Besançon,47.2380222,6.0243622,2025-01-01 00:00:00,0.57,0.57,86,clear sky,0.0,600,0.57,2024-12-28,,
Besançon,47.2380222,6.0243622,2025-01-01 00:00:00,0.59,0.59,84,clear sky,0.0,600,0.59,2024-12-28,,
Besançon,47.2380222,6.0243622,2025-01-01 00:00:00,3.18,3.18,76,overcast clouds,0.0,200,3.18,2024-12-28,,
Besançon,47.2380222,6.0243622,2025-01-01 00:00:00,7.62,7.62,66,overcast clouds,0.0,200,7.62,2024-12-28,,
Besançon,47.2380222,6.0243622,2025-01-01 00:00:00,5.6,5.6,80,overcast clouds,0.0,200,5.6,2024-12-28,,
Besançon,47.2380222,6.0243622,2025-01-01 00:00:00,4.07,4.07,81,overcast clouds,0.0,200,4.07,2024-12-28,,
Besançon,47.2380222,6.0243622,2025-01-01 00:00:00,8.28,8.28,55,overcast clouds,0.0,200,8.28,2024-12-28,,
Orléans,47.9027336,1.9086066,2025-01-01 00:00:00,2.42,2.42,90,scattered clouds,0.0,400,2.42,2024-12-28,,
Orléans,47.9027336,1.9086066,2025-01-01 00:00:00,2.34,2.34,91,scattered clouds,0.0,400,2.34,2024-12-28,,
Orléans,47.9027336,1.9086066,2025-01-01 00:00:00,2.72,2.72,92,broken clouds,0.0,300,2.72,2024-12-28,,
Orléans,47.9027336,1.9086066,2025-01-01 00:00:00,3.53,3.53,84,overcast clouds,0.0,200,3.53,2024-12-28,,
Orléans,47.9027336,1.9086066,2025-01-01 00:00:00,6.76,6.76,67,overcast clouds,0.0,200,6.76,2024-12-28,,
Orléans,47.9027336,1.9086066,2025-01-01 00:00:00,7.45,7.45,63,overcast clouds,0.0,200,7.45,2024-12-28,,
Orléans,47.9027336,1.9086066,2025-01-01 00:00:00,7.34,7.34,65,overcast clouds,0.0,200,7.34,2024-12-28,,
Orléans,47.9027336,1.9086066,2025-01-01 00:00:00,7.66,7.66,66,overcast clouds,0.0,200,7.66,2024-12-28,,
Rouen,49.4404591,1.0939658,2025-01-01 00:00:00,8.38,8.38,84,overcast clouds,0.0,200,8.38,2024-12-28,,
Rouen,49.4404591,1.0939658,2025-01-01 00:00:00,8.49,8.49,86,overcast clouds,0.0,200,8.49,2024-12-28,,
Rouen,49.4404591,1.0939658,2025-01-01 00:00:00,9.0,9.0,85,overcast clouds,0.0,200,9.0,2024-12-28,,
Rouen,49.4404591,1.0939658,2025-01-01 00:00:00,8.7,8.7,89,overcast clouds,0.0,200,8.7,2024-12-28,,
Rouen,49.4404591,1.0939658,2025-01-01 00:00:00,9.62,9.62,82,overcast clouds,0.0,200,9.62,2024-12-28,,
Rouen,49.4404591,1.0939658,2025-01-01 00:00:00,9.92,9.92,77,overcast clouds,0.0,200,9.92,2024-12-28,,
Rouen,49.4404591,1.0939658,2025-01-01 00:00:00,10.07,10.07,72,overcast clouds,0.0,200,10.07,2024-12-28,,
Rouen,49.4404591,1.0939658,2025-01-01 00:00:00,10.68,10.68,77,overcast clouds,0.0,200,10.68,2024-12-28,,
Avignon,43.9492493,4.8059012,2025-01-01 00:00:00,4.69,4.69,70,clear sky,0.0,600,4.69,2024-12-28,,
Avignon,43.9492493,4.8059012,2025-01-01 00:00:00,3.96,3.96,75,clear sky,0.0,600,3.96,2024-12-28,,
Avignon,43.9492493,4.8059012,2025-01-01 00:00:00,3.39,3.39,77,clear sky,0.0,600,3.39,2024-12-28,,
Avignon,43.9492493,4.8059012,2025-01-01 00:00:00,5.72,5.72,67,clear sky,0.0,600,5.72,2024-12-28,,
Avignon,43.9492493,4.8059012,2025-01-01 00:00:00,10.36,10.36,53,clear sky,0.0,600,10.36,2024-12-28,,
Avignon,43.9492493,4.8059012,2025-01-01 00:00:00,11.09,11.09,58,clear sky,0.0,600,11.09,2024-12-28,,
Avignon,43.9492493,4.8059012,2025-01-01 00:00:00,7.26,7.26,74,clear sky,0.0,600,7.26,2024-12-28,,
Avignon,43.9492493,4.8059012,2025-01-01 00:00:00,6.13,6.13,79,clear sky,0.0,600,6.13,2024-12-28,,
Pau,43.2957547,-0.3685668,2025-01-01 00:00:00,4.88,4.88,74,clear sky,0.0,600,4.88,2024-12-28,,
Pau,43.2957547,-0.3685668,2025-01-01 00:00:00,5.08,5.08,64,clear sky,0.0,600,5.08,2024-12-28,,
Pau,43.2957547,-0.3685668,2025-01-01 00:00:00,4.76,4.76,63,clear sky,0.0,600,4.76,2024-12-28,,
Pau,43.2957547,-0.3685668,2025-01-01 00:00:00,6.9,6.9,60,clear sky,0.0,600,6.9,2024-12-28,,
Pau,43.2957547,-0.3685668,2025-01-01 00:00:00,13.45,13.45,47,clear sky,0.0,600,13.45,2024-12-28,,
Pau,43.2957547,-0.3685668,2025-01-01 00:00:00,12.7,12.7,62,clear sky,0.0,600,12.7,2024-12-28,,
Pau,43.2957547,-0.3685668,2025-01-01 00:00:00,7.74,7.74,66,few clouds,0.0,500,7.74,2024-12-28,,
Pau,43.2957547,-0.3685668,2025-01-01 00:00:00,6.59,6.59,57,scattered clouds,0.0,400,6.59,2024-12-28,,
Poitiers,46.5802596,0.340196,2025-01-01 00:00:00,2.5,2.5,91,scattered clouds,0.0,400,2.5,2024-12-28,,
Poitiers,46.5802596,0.340196,2025-01-01 00:00:00,2.02,2.02,91,scattered clouds,0.0,400,2.02,2024-12-28,,
Poitiers,46.5802596,0.340196,2025-01-01 00:00:00,2.13,2.13,88,broken clouds,0.0,300,2.13,2024-12-28,,
Poitiers,46.5802596,0.340196,2025-01-01 00:00:00,3.35,3.35,81,overcast clouds,0.0,200,3.35,2024-12-28,,
Poitiers,46.5802596,0.340196,2025-01-01 00:00:00,7.49,7.49,68,overcast clouds,0.0,200,7.49,2024-12-28,,
Poitiers,46.5802596,0.340196,2025-01-01 00:00:00,7.85,7.85,72,overcast clouds,0.0,200,7.85,2024-12-28,,
Poitiers,46.5802596,0.340196,2025-01-01 00:00:00,6.53,6.53,76,overcast clouds,0.0,200,6.53,2024-12-28,,
Poitiers,46.5802596,0.340196,2025-01-01 00:00:00,6.83,6.83,77,overcast clouds,0.0,200,6.83,2024-12-28,,
Mulhouse,47.7467233,7.3389937,2025-01-01 00:00:00,0.78,0.78,85,few clouds,0.0,500,0.78,2024-12-28,,
Mulhouse,47.7467233,7.3389937,2025-01-01 00:00:00,0.63,0.63,83,few clouds,0.0,500,0.63,2024-12-28,,
Mulhouse,47.7467233,7.3389937,2025-01-01 00:00:00,0.44,0.44,82,few clouds,0.0,500,0.44,2024-12-28,,
Mulhouse,47.7467233,7.3389937,2025-01-01 00:00:00,2.18,2.18,75,broken clouds,0.0,300,2.18,2024-12-28,,
Mulhouse,47.7467233,7.3389937,2025-01-01 00:00:00,6.52,6.52,64,broken clouds,0.0,300,6.52,2024-12-28,,
Mulhouse,47.7467233,7.3389937,2025-01-01 00:00:00,5.24,5.24,72,broken clouds,0.0,300,5.24,2024-12-28,,
Mulhouse,47.7467233,7.3389937,2025-01-01 00:00:00,3.42,3.42,80,overcast clouds,0.0,200,3.42,2024-12-28,,
Mulhouse,47.7467233,7.3389937,2025-01-01 00:00:00,2.95,2.95,76,overcast clouds,0.0,200,2.95,2024-12-28,,
La Rochelle,46.159732,-1.1515951,2025-01-01 00:00:00,8.6,8.6,91,few clouds,0.0,500,8.6,2024-12-28,,
La Rochelle,46.159732,-1.1515951,2025-01-01 00:00:00,7.91,7.91,92,scattered clouds,0.0,400,7.91,2024-12-28,,
La Rochelle,46.159732,-1.1515951,2025-01-01 00:00:00,7.43,7.43,87,broken clouds,0.0,300,7.43,2024-12-28,,
La Rochelle,46.159732,-1.1515951,2025-01-01 00:00:00,7.34,7.34,79,overcast clouds,0.0,200,7.34,2024-12-28,,
La Rochelle,46.159732,-1.1515951,2025-01-01 00:00:00,9.15,9.15,75,overcast clouds,0.0,200,9.15,2024-12-28,,
La Rochelle,46.159732,-1.1515951,2025-01-01 00:00:00,10.57,10.57,83,overcast clouds,0.0,200,10.57,2024-12-28,,
La Rochelle,46.159732,-1.1515951,2025-01-01 00:00:00,10.53,10.53,83,overcast clouds,0.0,200,10.53,2024-12-28,,
La Rochelle,46.159732,-1.1515951,2025-01-01 00:00:00,11.29,11.29,78,overcast clouds,0.0,200,11.29,2024-12-28,,
Bayonne,43.4945144,-1.4736657,2025-01-01 00:00:00,6.12,6.12,75,clear sky,0.0,600,6.12,2024-12-28,,
Bayonne,43.4945144,-1.4736657,2025-01-01 00:00:00,5.58,5.58,71,clear sky,0.0,600,5.58,2024-12-28,,
Bayonne,43.4945144,-1.4736657,2025-01-01 00:00:00,5.33,5.33,70,clear sky,0.0,600,5.33,2024-12-28,,
Bayonne,43.4945144,-1.4736657,2025-01-01 00:00:00,6.91,6.91,66,few clouds,0.0,500,6.91,2024-12-28,,
Bayonne,43.4945144,-1.4736657,2025-01-01 00:00:00,12.58,12.58,55,few clouds,0.0,500,12.58,2024-12-28,,
Bayonne,43.4945144,-1.4736657,2025-01-01 00:00:00,12.81,12.81,61,broken clouds,0.0,300,12.81,2024-12-28,,
Bayonne,43.4945144,-1.4736657,2025-01-01 00:00:00,8.2,8.2,71,broken clouds,0.0,300,8.2,2024-12-28,,
Bayonne,43.4945144,-1.4736657,2025-01-01 00:00:00,7.27,7.27,69,broken clouds,0.0,300,7.27,2024-12-28,,
Colmar,48.0777517,7.3579641,2025-01-01 00:00:00,2.08,2.08,76,scattered clouds,0.0,400,2.08,2024-12-28,,
Colmar,48.0777517,7.3579641,2025-01-01 00:00:00,1.8,1.8,77,scattered clouds,0.0,400,1.8,2024-12-28,,
Colmar,48.0777517,7.3579641,2025-01-01 00:00:00,1.64,1.64,79,few clouds,0.0,500,1.64,2024-12-28,,
Colmar,48.0777517,7.3579641,2025-01-01 00:00:00,4.03,4.03,73,broken clouds,0.0,300,4.03,2024-12-28,,
Colmar,48.0777517,7.3579641,2025-01-01 00:00:00,8.5,8.5,59,broken clouds,0.0,300,8.5,2024-12-28,,
Colmar,48.0777517,7.3579641,2025-01-01 00:00:00,6.34,6.34,69,overcast clouds,0.0,200,6.34,2024-12-28,,
Colmar,48.0777517,7.3579641,2025-01-01 00:00:00,4.83,4.83,70,overcast clouds,0.0,200,4.83,2024-12-28,,
Colmar,48.0777517,7.3579641,2025-01-01 00:00:00,5.99,5.99,66,overcast clouds,0.0,200,5.99,2024-12-28,,
Chambéry,45.5662672,5.9203636,2025-01-01 00:00:00,1.35,1.35,81,clear sky,0.0,600,1.35,2024-12-28,,
Chambéry,45.5662672,5.9203636,2025-01-01 00:00:00,1.09,1.09,79,clear sky,0.0,600,1.09,2024-12-28,,
Chambéry,45.5662672,5.9203636,2025-01-01 00:00:00,1.1,1.1,77,clear sky,0.0,600,1.1,2024-12-28,,
Chambéry,45.5662672,5.9203636,2025-01-01 00:00:00,4.46,4.46,69,clear sky,0.0,600,4.46,2024-12-28,,
Chambéry,45.5662672,5.9203636,2025-01-01 00:00:00,10.78,10.78,57,few clouds,0.0,500,10.78,2024-12-28,,
Chambéry,45.5662672,5.9203636,2025-01-01 00:00:00,8.23,8.23,83,broken clouds,0.0,300,8.23,2024-12-28,,
Chambéry,45.5662672,5.9203636,2025-01-01 00:00:00,4.18,4.18,83,scattered clouds,0.0,400,4.18,2024-12-28,,
Chambéry,45.5662672,5.9203636,2025-01-01 00:00:00,2.66,2.66,75,overcast clouds,0.0,200,2.66,2024-12-28,,
Lourdes,43.0940904,-0.0464975,2025-01-01 00:00:00,5.73,5.73,65,clear sky,0.0,600,5.73,2024-12-28,,
Lourdes,43.0940904,-0.0464975,2025-01-01 00:00:00,6.33,6.33,57,clear sky,0.0,600,6.33,2024-12-28,,
Lourdes,43.0940904,-0.0464975,2025-01-01 00:00:00,5.94,5.94,57,clear sky,0.0,600,5.94,2024-12-28,,
Lourdes,43.0940904,-0.0464975,2025-01-01 00:00:00,8.4,8.4,53,clear sky,0.0,600,8.4,2024-12-28,,
Lourdes,43.0940904,-0.0464975,2025-01-01 00:00:00,14.44,14.44,38,clear sky,0.0,600,14.44,2024-12-28,,
Lourdes,43.0940904,-0.0464975,2025-01-01 00:00:00,12.84,12.84,55,clear sky,0.0,600,12.84,2024-12-28,,
Lourdes,43.0940904,-0.0464975,2025-01-01 00:00:00,7.43,7.43,58,clear sky,0.0,600,7.43,2024-12-28,,
Lourdes,43.0940904,-0.0464975,2025-01-01 00:00:00,7.0,7.0,51,scattered clouds,0.0,400,7.0,2024-12-28,,
Saint-Malo,48.649518,-2.0260409,2025-01-01 00:00:00,10.57,10.57,84,overcast clouds,0.0,200,10.57,2024-12-28,,
Saint-Malo,48.649518,-2.0260409,2025-01-01 00:00:00,10.23,10.23,86,overcast clouds,0.0,200,10.23,2024-12-28,,
Saint-Malo,48.649518,-2.0260409,2025-01-01 00:00:00,9.84,9.84,88,overcast clouds,0.0,200,9.84,2024-12-28,,
Saint-Malo,48.649518,-2.0260409,2025-01-01 00:00:00,10.49,10.49,81,overcast clouds,0.0,200,10.49,2024-12-28,,
Saint-Malo,48.649518,-2.0260409,2025-01-01 00:00:00,11.65,11.65,78,overcast clouds,0.0,200,11.65,2024-12-28,,
Saint-Malo,48.649518,-2.0260409,2025-01-01 00:00:00,11.65,11.65,77,overcast clouds,0.0,200,11.65,2024-12-28,,
Saint-Malo,48.649518,-2.0260409,2025-01-01 00:00:00,11.84,11.84,80,overcast clouds,0.0,200,11.84,2024-12-28,,
Saint-Malo,48.649518,-2.0260409,2025-01-01 00:00:00,12.21,12.21,83,light rain,0.4,-10,12.21,2024-12-28,,
Chamonix-Mont-Blanc,45.9246705,6.8727506,2025-01-01 00:00:00,-1.34,-1.34,55,clear sky,0.0,600,-1.34,2024-12-28,,
Chamonix-Mont-Blanc,45.9246705,6.8727506,2025-01-01 00:00:00,-1.39,-1.39,52,clear sky,0.0,600,-1.39,2024-12-28,,
Chamonix-Mont-Blanc,45.9246705,6.8727506,2025-01-01 00:00:00,-1.71,-1.71,51,clear sky,0.0,600,-1.71,2024-12-28,,
Chamonix-Mont-Blanc,45.9246705,6.8727506,2025-01-01 00:00:00,2.04,2.04,59,clear sky,0.0,600,2.04,2024-12-28,,
Chamonix-Mont-Blanc,45.9246705,6.8727506,2025-01-01 00:00:00,5.67,5.67,76,few clouds,0.0,500,5.67,2024-12-28,,
Chamonix-Mont-Blanc,45.9246705,6.8727506,2025-01-01 00:00:00,2.5,2.5,62,overcast clouds,0.0,200,2.5,2024-12-28,,
Chamonix-Mont-Blanc,45.9246705,6.8727506,2025-01-01 00:00:00,-1.03,-1.03,47,broken clouds,0.0,300,-1.03,2024-12-28,,
Chamonix-Mont-Blanc,45.9246705,6.8727506,2025-01-01 00:00:00,-0.87,-0.87,49,overcast clouds,0.0,200,-0.87,2024-12-28,,
Arles,43.6776223,4.6309653,2025-01-01 00:00:00,5.2,5.2,69,clear sky,0.0,600,5.2,2024-12-28,,
Arles,43.6776223,4.6309653,2025-01-01 00:00:00,4.4,4.4,72,clear sky,0.0,600,4.4,2024-12-28,,
Arles,43.6776223,4.6309653,2025-01-01 00:00:00,3.87,3.87,75,clear sky,0.0,600,3.87,2024-12-28,,
Arles,43.6776223,4.6309653,2025-01-01 00:00:00,6.34,6.34,66,clear sky,0.0,600,6.34,2024-12-28,,
Arles,43.6776223,4.6309653,2025-01-01 00:00:00,11.26,11.26,53,clear sky,0.0,600,11.26,2024-12-28,,
Arles,43.6776223,4.6309653,2025-01-01 00:00:00,11.66,11.66,61,clear sky,0.0,600,11.66,2024-12-28,,
Arles,43.6776223,4.6309653,2025-01-01 00:00:00,7.46,7.46,80,clear sky,0.0,600,7.46,2024-12-28,,
Arles,43.6776223,4.6309653,2025-01-01 00:00:00,7.07,7.07,86,clear sky,0.0,600,7.07,2024-12-28,,
Carcassonne,43.2130358,2.3491069,2025-01-01 00:00:00,5.09,5.09,89,clear sky,0.0,600,5.09,2024-12-28,,
Carcassonne,43.2130358,2.3491069,2025-01-01 00:00:00,4.61,4.61,90,clear sky,0.0,600,4.61,2024-12-28,,
Carcassonne,43.2130358,2.3491069,2025-01-01 00:00:00,4.3,4.3,90,clear sky,0.0,600,4.3,2024-12-28,,
Carcassonne,43.2130358,2.3491069,2025-01-01 00:00:00,6.02,6.02,85,clear sky,0.0,600,6.02,2024-12-28,,
Carcassonne,43.2130358,2.3491069,2025-01-01 00:00:00,10.1,10.1,74,clear sky,0.0,600,10.1,2024-12-28,,
Carcassonne,43.2130358,2.3491069,2025-01-01 00:00:00,9.96,9.96,77,few clouds,0.0,500,9.96,2024-12-28,,
Carcassonne,43.2130358,2.3491069,2025-01-01 00:00:00,8.3,8.3,87,scattered clouds,0.0,400,8.3,2024-12-28,,
Carcassonne,43.2130358,2.3491069,2025-01-01 00:00:00,8.12,8.12,88,scattered clouds,0.0,400,8.12,2024-12-28,,
Albi,43.9277552,2.147899,2025-01-01 00:00:00,2.73,2.73,87,clear sky,0.0,600,2.73,2024-12-28,,
Albi,43.9277552,2.147899,2025-01-01 00:00:00,2.34,2.34,90,clear sky,0.0,600,2.34,2024-12-28,,
Albi,43.9277552,2.147899,2025-01-01 00:00:00,1.92,1.92,88,clear sky,0.0,600,1.92,2024-12-28,,
Albi,43.9277552,2.147899,2025-01-01 00:00:00,4.68,4.68,74,clear sky,0.0,600,4.68,2024-12-28,,
Albi,43.9277552,2.147899,2025-01-01 00:00:00,11.54,11.54,55,clear sky,0.0,600,11.54,2024-12-28,,
Albi,43.9277552,2.147899,2025-01-01 00:00:00,11.99,11.99,64,few clouds,0.0,500,11.99,2024-12-28,,
Albi,43.9277552,2.147899,2025-01-01 00:00:00,5.79,5.79,87,scattered clouds,0.0,400,5.79,2024-12-28,,
Albi,43.9277552,2.147899,2025-01-01 00:00:00,4.75,4.75,91,clear sky,0.0,600,4.75,2024-12-28,,
Ajaccio,41.9263991,8.7376029,2025-01-01 00:00:00,9.11,9.11,70,clear sky,0.0,600,9.11,2024-12-28,,
Ajaccio,41.9263991,8.7376029,2025-01-01 00:00:00,8.9,8.9,67,clear sky,0.0,600,8.9,2024-12-28,,
Ajaccio,41.9263991,8.7376029,2025-01-01 00:00:00,8.65,8.65,64,clear sky,0.0,600,8.65,2024-12-28,,
Ajaccio,41.9263991,8.7376029,2025-01-01 00:00:00,11.41,11.41,54,clear sky,0.0,600,11.41,2024-12-28,,
Ajaccio,41.9263991,8.7376029,2025-01-01 00:00:00,12.99,12.99,51,clear sky,0.0,600,12.99,2024-12-28,,
Ajaccio,41.9263991,8.7376029,2025-01-01 00:00:00,12.0,12.0,57,clear sky,0.0,600,12.0,2024-12-28,,
Ajaccio,41.9263991,8.7376029,2025-01-01 00:00:00,9.48,9.48,67,clear sky,0.0,600,9.48,2024-12-28,,
Ajaccio,41.9263991,8.7376029,2025-01-01 00:00:00,9.25,9.25,69,clear sky,0.0,600,9.25,2024-12-28,,
Paris,48.8588897,2.3200410217200766,2025-01-02 00:00:00,9.4,9.4,74,overcast clouds,0.0,200,9.4,2024-12-29,,
Paris,48.8588897,2.3200410217200766,2025-01-02 00:00:00,10.01,10.01,79,light rain,0.88,-10,10.01,2024-12-29,,
Paris,48.8588897,2.3200410217200766,2025-01-02 00:00:00,5.38,5.38,88,moderate rain,1.0,-20,5.38,2024-12-29,,
Paris,48.8588897,2.3200410217200766,2025-01-02 00:00:00,6.27,6.27,79,light rain,1.0,-10,6.27,2024-12-29,,
Paris,48.8588897,2.3200410217200766,2025-01-02 00:00:00,6.95,6.95,66,light rain,1.0,-10,6.95,2024-12-29,,
Paris,48.8588897,2.3200410217200766,2025-01-02 00:00:00,6.84,6.84,60,light rain,0.2,-10,6.84,2024-12-29,,
Paris,48.8588897,2.3200410217200766,2025-01-02 00:00:00,5.41,5.41,69,overcast clouds,0.0,200,5.41,2024-12-29,,
Paris,48.8588897,2.3200410217200766,2025-01-02 00:00:00,4.55,4.55,74,overcast clouds,0.0,200,4.55,2024-12-29,,
Marseille,43.2961743,5.3699525,2025-01-02 00:00:00,11.43,11.43,73,clear sky,0.0,600,11.43,2024-12-29,,
Marseille,43.2961743,5.3699525,2025-01-02 00:00:00,10.68,10.68,76,clear sky,0.0,600,10.68,2024-12-29,,
Marseille,43.2961743,5.3699525,2025-01-02 00:00:00,10.38,10.38,77,clear sky,0.0,600,10.38,2024-12-29,,
Marseille,43.2961743,5.3699525,2025-01-02 00:00:00,10.9,10.9,75,broken clouds,0.0,300,10.9,2024-12-29,,
Marseille,43.2961743,5.3699525,2025-01-02 00:00:00,12.31,12.31,77,light rain,0.2,-10,12.31,2024-12-29,,
Marseille,43.2961743,5.3699525,2025-01-02 00:00:00,13.2,13.2,79,light rain,0.2,-10,13.2,2024-12-29,,
Marseille,43.2961743,5.3699525,2025-01-02 00:00:00,12.4,12.4,76,overcast clouds,0.0,200,12.4,2024-12-29,,
Marseille,43.2961743,5.3699525,2025-01-02 00:00:00,11.57,11.57,84,overcast clouds,0.0,200,11.57,2024-12-29,,
Lyon,45.7578137,4.8320114,2025-01-02 00:00:00,5.01,5.01,77,overcast clouds,0.0,200,5.01,2024-12-29,,
Lyon,45.7578137,4.8320114,2025-01-02 00:00:00,5.01,5.01,82,overcast clouds,0.0,200,5.01,2024-12-29,,
Lyon,45.7578137,4.8320114,2025-01-02 00:00:00,5.26,5.26,85,overcast clouds,0.0,200,5.26,2024-12-29,,
Lyon,45.7578137,4.8320114,2025-01-02 00:00:00,6.15,6.15,80,overcast clouds,0.0,200,6.15,2024-12-29,,
